frame,event_type,crop_path,matched,notes,source
283,before_onset,crops\AD217.avi\ues\event_000_before_onset_frame_283_ues.jpg,True,metadata_exact,input
303,touch_ues,crops\AD217.avi\ues\event_015_touch_ues_frame_303_ues.jpg,True,metadata_exact,input
322,leave_ues,crops\AD217.avi\ues\event_007_leave_ues_frame_322_ues.jpg,True,metadata_exact,input
600,touch_ues,crops\AD217.avi\ues\event_016_touch_ues_frame_600_ues.jpg,True,metadata_exact,input
617,leave_ues,crops\AD217.avi\ues\event_008_leave_ues_frame_617_ues.jpg,True,metadata_exact,input
1273,before_onset,crops\AD217.avi\ues\event_001_before_onset_frame_1273_ues.jpg,True,metadata_exact,input
1302,touch_ues,crops\AD217.avi\ues\event_017_touch_ues_frame_1302_ues.jpg,True,metadata_exact,input
1316,leave_ues,crops\AD217.avi\ues\event_009_leave_ues_frame_1316_ues.jpg,True,metadata_exact,input
1458,before_onset,crops\AD217.avi\ues\event_002_before_onset_frame_1458_ues.jpg,True,metadata_exact,input
1472,touch_ues,crops\AD217.avi\ues\event_018_touch_ues_frame_1472_ues.jpg,True,metadata_exact,input
1504,leave_ues,crops\AD217.avi\ues\event_010_leave_ues_frame_1504_ues.jpg,True,metadata_exact,input
1720,before_onset,crops\AD217.avi\ues\event_003_before_onset_frame_1720_ues.jpg,True,metadata_exact,input
1749,touch_ues,crops\AD217.avi\ues\event_019_touch_ues_frame_1749_ues.jpg,True,metadata_exact,input
1773,leave_ues,crops\AD217.avi\ues\event_011_leave_ues_frame_1773_ues.jpg,True,metadata_exact,input
1934,before_onset,crops\AD217.avi\ues\event_004_before_onset_frame_1934_ues.jpg,True,metadata_exact,input
1948,touch_ues,crops\AD217.avi\ues\event_020_touch_ues_frame_1948_ues.jpg,True,metadata_exact,input
1991,leave_ues,crops\AD217.avi\ues\event_012_leave_ues_frame_1991_ues.jpg,True,metadata_exact,input
2085,before_onset,crops\AD217.avi\ues\event_005_before_onset_frame_2085_ues.jpg,True,metadata_exact,input
2100,touch_ues,crops\AD217.avi\ues\event_021_touch_ues_frame_2100_ues.jpg,True,metadata_exact,input
2132,leave_ues,crops\AD217.avi\ues\event_013_leave_ues_frame_2132_ues.jpg,True,metadata_exact,input
2465,before_onset,crops\AD217.avi\ues\event_006_before_onset_frame_2465_ues.jpg,True,metadata_exact,input
2481,touch_ues,crops\AD217.avi\ues\event_022_touch_ues_frame_2481_ues.jpg,True,metadata_exact,input
2498,leave_ues,crops\AD217.avi\ues\event_014_leave_ues_frame_2498_ues.jpg,True,metadata_exact,input
