frame,event_type,crop_path,matched,notes,source
55,before_onset,crops\AD169.avi\ues\event_000_before_onset_frame_55_ues.jpg,True,metadata_exact,input
232,before_onset,crops\AD169.avi\ues\event_001_before_onset_frame_232_ues.jpg,True,metadata_exact,input
244,touch_ues,crops\AD169.avi\ues\event_054_touch_ues_frame_244_ues.jpg,True,metadata_exact,input
259,leave_ues,crops\AD169.avi\ues\event_029_leave_ues_frame_259_ues.jpg,True,metadata_exact,input
573,before_onset,crops\AD169.avi\ues\event_002_before_onset_frame_573_ues.jpg,True,metadata_exact,input
583,touch_ues,crops\AD169.avi\ues\event_055_touch_ues_frame_583_ues.jpg,True,metadata_exact,input
608,leave_ues,crops\AD169.avi\ues\event_030_leave_ues_frame_608_ues.jpg,True,metadata_exact,input
732,before_onset,crops\AD169.avi\ues\event_003_before_onset_frame_732_ues.jpg,True,metadata_exact,input
750,touch_ues,crops\AD169.avi\ues\event_056_touch_ues_frame_750_ues.jpg,True,metadata_exact,input
782,leave_ues,crops\AD169.avi\ues\event_031_leave_ues_frame_782_ues.jpg,True,metadata_exact,input
849,before_onset,crops\AD169.avi\ues\event_004_before_onset_frame_849_ues.jpg,True,metadata_exact,input
866,touch_ues,crops\AD169.avi\ues\event_057_touch_ues_frame_866_ues.jpg,True,metadata_exact,input
926,before_onset,crops\AD169.avi\ues\event_005_before_onset_frame_926_ues.jpg,True,metadata_exact,input
941,touch_ues,crops\AD169.avi\ues\event_058_touch_ues_frame_941_ues.jpg,True,metadata_exact,input
975,leave_ues,crops\AD169.avi\ues\event_032_leave_ues_frame_975_ues.jpg,True,metadata_exact,input
1151,touch_ues,crops\AD169.avi\ues\event_059_touch_ues_frame_1151_ues.jpg,True,metadata_exact,input
1168,leave_ues,crops\AD169.avi\ues\event_033_leave_ues_frame_1168_ues.jpg,True,metadata_exact,input
1308,before_onset,crops\AD169.avi\ues\event_006_before_onset_frame_1308_ues.jpg,True,metadata_exact,input
1327,touch_ues,crops\AD169.avi\ues\event_060_touch_ues_frame_1327_ues.jpg,True,metadata_exact,input
1353,leave_ues,crops\AD169.avi\ues\event_034_leave_ues_frame_1353_ues.jpg,True,metadata_exact,input
1591,before_onset,crops\AD169.avi\ues\event_007_before_onset_frame_1591_ues.jpg,True,metadata_exact,input
1605,touch_ues,crops\AD169.avi\ues\event_061_touch_ues_frame_1605_ues.jpg,True,metadata_exact,input
1623,leave_ues,crops\AD169.avi\ues\event_035_leave_ues_frame_1623_ues.jpg,True,metadata_exact,input
1785,before_onset,crops\AD169.avi\ues\event_008_before_onset_frame_1785_ues.jpg,True,metadata_exact,input
1799,touch_ues,crops\AD169.avi\ues\event_062_touch_ues_frame_1799_ues.jpg,True,metadata_exact,input
1826,leave_ues,crops\AD169.avi\ues\event_036_leave_ues_frame_1826_ues.jpg,True,metadata_exact,input
1957,before_onset,crops\AD169.avi\ues\event_009_before_onset_frame_1957_ues.jpg,True,metadata_exact,input
2340,before_onset,crops\AD169.avi\ues\event_010_before_onset_frame_2340_ues.jpg,True,metadata_exact,input
2368,leave_ues,crops\AD169.avi\ues\event_037_leave_ues_frame_2368_ues.jpg,True,metadata_exact,input
2456,before_onset,crops\AD169.avi\ues\event_011_before_onset_frame_2456_ues.jpg,True,metadata_exact,input
2471,touch_ues,crops\AD169.avi\ues\event_063_touch_ues_frame_2471_ues.jpg,True,metadata_exact,input
2495,leave_ues,crops\AD169.avi\ues\event_038_leave_ues_frame_2495_ues.jpg,True,metadata_exact,input
2614,before_onset,crops\AD169.avi\ues\event_012_before_onset_frame_2614_ues.jpg,True,metadata_exact,input
2633,touch_ues,crops\AD169.avi\ues\event_064_touch_ues_frame_2633_ues.jpg,True,metadata_exact,input
2650,leave_ues,crops\AD169.avi\ues\event_039_leave_ues_frame_2650_ues.jpg,True,metadata_exact,input
2811,before_onset,crops\AD169.avi\ues\event_013_before_onset_frame_2811_ues.jpg,True,metadata_exact,input
2836,touch_ues,crops\AD169.avi\ues\event_065_touch_ues_frame_2836_ues.jpg,True,metadata_exact,input
2855,leave_ues,crops\AD169.avi\ues\event_040_leave_ues_frame_2855_ues.jpg,True,metadata_exact,input
3048,before_onset,crops\AD169.avi\ues\event_014_before_onset_frame_3048_ues.jpg,True,metadata_exact,input
3062,touch_ues,crops\AD169.avi\ues\event_066_touch_ues_frame_3062_ues.jpg,True,metadata_exact,input
3078,leave_ues,crops\AD169.avi\ues\event_041_leave_ues_frame_3078_ues.jpg,True,metadata_exact,input
3246,before_onset,crops\AD169.avi\ues\event_015_before_onset_frame_3246_ues.jpg,True,metadata_exact,input
3271,touch_ues,crops\AD169.avi\ues\event_067_touch_ues_frame_3271_ues.jpg,True,metadata_exact,input
3290,leave_ues,crops\AD169.avi\ues\event_042_leave_ues_frame_3290_ues.jpg,True,metadata_exact,input
3364,before_onset,crops\AD169.avi\ues\event_016_before_onset_frame_3364_ues.jpg,True,metadata_exact,input
3466,before_onset,crops\AD169.avi\ues\event_017_before_onset_frame_3466_ues.jpg,True,metadata_exact,input
3520,before_onset,crops\AD169.avi\ues\event_018_before_onset_frame_3520_ues.jpg,True,metadata_exact,input
3542,touch_ues,crops\AD169.avi\ues\event_068_touch_ues_frame_3542_ues.jpg,True,metadata_exact,input
3557,leave_ues,crops\AD169.avi\ues\event_043_leave_ues_frame_3557_ues.jpg,True,metadata_exact,input
3645,touch_ues,crops\AD169.avi\ues\event_069_touch_ues_frame_3645_ues.jpg,True,metadata_exact,input
3665,leave_ues,crops\AD169.avi\ues\event_044_leave_ues_frame_3665_ues.jpg,True,metadata_exact,input
3863,before_onset,crops\AD169.avi\ues\event_019_before_onset_frame_3863_ues.jpg,True,metadata_exact,input
3878,touch_ues,crops\AD169.avi\ues\event_070_touch_ues_frame_3878_ues.jpg,True,metadata_exact,input
3940,leave_ues,crops\AD169.avi\ues\event_045_leave_ues_frame_3940_ues.jpg,True,metadata_exact,input
4023,before_onset,crops\AD169.avi\ues\event_020_before_onset_frame_4023_ues.jpg,True,metadata_exact,input
4295,before_onset,crops\AD169.avi\ues\event_021_before_onset_frame_4295_ues.jpg,True,metadata_exact,input
4313,touch_ues,crops\AD169.avi\ues\event_071_touch_ues_frame_4313_ues.jpg,True,metadata_exact,input
4329,leave_ues,crops\AD169.avi\ues\event_046_leave_ues_frame_4329_ues.jpg,True,metadata_exact,input
4408,before_onset,crops\AD169.avi\ues\event_022_before_onset_frame_4408_ues.jpg,True,metadata_exact,input
4422,touch_ues,crops\AD169.avi\ues\event_072_touch_ues_frame_4422_ues.jpg,True,metadata_exact,input
4440,leave_ues,crops\AD169.avi\ues\event_047_leave_ues_frame_4440_ues.jpg,True,metadata_exact,input
4647,before_onset,crops\AD169.avi\ues\event_023_before_onset_frame_4647_ues.jpg,True,metadata_exact,input
4661,touch_ues,crops\AD169.avi\ues\event_073_touch_ues_frame_4661_ues.jpg,True,metadata_exact,input
4682,leave_ues,crops\AD169.avi\ues\event_048_leave_ues_frame_4682_ues.jpg,True,metadata_exact,input
5187,before_onset,crops\AD169.avi\ues\event_024_before_onset_frame_5187_ues.jpg,True,metadata_exact,input
5201,touch_ues,crops\AD169.avi\ues\event_074_touch_ues_frame_5201_ues.jpg,True,metadata_exact,input
5221,leave_ues,crops\AD169.avi\ues\event_049_leave_ues_frame_5221_ues.jpg,True,metadata_exact,input
5406,before_onset,crops\AD169.avi\ues\event_025_before_onset_frame_5406_ues.jpg,True,metadata_exact,input
5420,touch_ues,crops\AD169.avi\ues\event_075_touch_ues_frame_5420_ues.jpg,True,metadata_exact,input
5449,leave_ues,crops\AD169.avi\ues\event_050_leave_ues_frame_5449_ues.jpg,True,metadata_exact,input
5790,before_onset,crops\AD169.avi\ues\event_026_before_onset_frame_5790_ues.jpg,True,metadata_exact,input
5807,touch_ues,crops\AD169.avi\ues\event_076_touch_ues_frame_5807_ues.jpg,True,metadata_exact,input
5830,leave_ues,crops\AD169.avi\ues\event_051_leave_ues_frame_5830_ues.jpg,True,metadata_exact,input
5970,before_onset,crops\AD169.avi\ues\event_027_before_onset_frame_5970_ues.jpg,True,metadata_exact,input
5981,touch_ues,crops\AD169.avi\ues\event_077_touch_ues_frame_5981_ues.jpg,True,metadata_exact,input
5995,leave_ues,crops\AD169.avi\ues\event_052_leave_ues_frame_5995_ues.jpg,True,metadata_exact,input
6517,before_onset,crops\AD169.avi\ues\event_028_before_onset_frame_6517_ues.jpg,True,metadata_exact,input
6530,touch_ues,crops\AD169.avi\ues\event_078_touch_ues_frame_6530_ues.jpg,True,metadata_exact,input
6548,leave_ues,crops\AD169.avi\ues\event_053_leave_ues_frame_6548_ues.jpg,True,metadata_exact,input
