frame,event_type,crop_path,matched,notes,source
422,before_onset,crops\AD543.avi\ues\event_000_before_onset_frame_422_ues.jpg,True,metadata_exact,input
442,touch_ues,crops\AD543.avi\ues\event_049_touch_ues_frame_442_ues.jpg,True,metadata_exact,input
466,leave_ues,crops\AD543.avi\ues\event_025_leave_ues_frame_466_ues.jpg,True,metadata_exact,input
722,before_onset,crops\AD543.avi\ues\event_001_before_onset_frame_722_ues.jpg,True,metadata_exact,input
734,touch_ues,crops\AD543.avi\ues\event_050_touch_ues_frame_734_ues.jpg,True,metadata_exact,input
756,leave_ues,crops\AD543.avi\ues\event_026_leave_ues_frame_756_ues.jpg,True,metadata_exact,input
902,before_onset,crops\AD543.avi\ues\event_002_before_onset_frame_902_ues.jpg,True,metadata_exact,input
913,touch_ues,crops\AD543.avi\ues\event_051_touch_ues_frame_913_ues.jpg,True,metadata_exact,input
967,leave_ues,crops\AD543.avi\ues\event_027_leave_ues_frame_967_ues.jpg,True,metadata_exact,input
1193,before_onset,crops\AD543.avi\ues\event_003_before_onset_frame_1193_ues.jpg,True,metadata_exact,input
1241,leave_ues,crops\AD543.avi\ues\event_028_leave_ues_frame_1241_ues.jpg,True,metadata_exact,input
1529,before_onset,crops\AD543.avi\ues\event_004_before_onset_frame_1529_ues.jpg,True,metadata_exact,input
1540,touch_ues,crops\AD543.avi\ues\event_052_touch_ues_frame_1540_ues.jpg,True,metadata_exact,input
1558,leave_ues,crops\AD543.avi\ues\event_029_leave_ues_frame_1558_ues.jpg,True,metadata_exact,input
1765,before_onset,crops\AD543.avi\ues\event_005_before_onset_frame_1765_ues.jpg,True,metadata_exact,input
1778,touch_ues,crops\AD543.avi\ues\event_053_touch_ues_frame_1778_ues.jpg,True,metadata_exact,input
1812,leave_ues,crops\AD543.avi\ues\event_030_leave_ues_frame_1812_ues.jpg,True,metadata_exact,input
1940,before_onset,crops\AD543.avi\ues\event_006_before_onset_frame_1940_ues.jpg,True,metadata_exact,input
1961,touch_ues,crops\AD543.avi\ues\event_054_touch_ues_frame_1961_ues.jpg,True,metadata_exact,input
1986,leave_ues,crops\AD543.avi\ues\event_031_leave_ues_frame_1986_ues.jpg,True,metadata_exact,input
2114,before_onset,crops\AD543.avi\ues\event_007_before_onset_frame_2114_ues.jpg,True,metadata_exact,input
2129,touch_ues,crops\AD543.avi\ues\event_055_touch_ues_frame_2129_ues.jpg,True,metadata_exact,input
2175,leave_ues,crops\AD543.avi\ues\event_032_leave_ues_frame_2175_ues.jpg,True,metadata_exact,input
2555,before_onset,crops\AD543.avi\ues\event_008_before_onset_frame_2555_ues.jpg,True,metadata_exact,input
2563,touch_ues,crops\AD543.avi\ues\event_056_touch_ues_frame_2563_ues.jpg,True,metadata_exact,input
2580,leave_ues,crops\AD543.avi\ues\event_033_leave_ues_frame_2580_ues.jpg,True,metadata_exact,input
2786,before_onset,crops\AD543.avi\ues\event_009_before_onset_frame_2786_ues.jpg,True,metadata_exact,input
2797,touch_ues,crops\AD543.avi\ues\event_057_touch_ues_frame_2797_ues.jpg,True,metadata_exact,input
2819,leave_ues,crops\AD543.avi\ues\event_034_leave_ues_frame_2819_ues.jpg,True,metadata_exact,input
2911,before_onset,crops\AD543.avi\ues\event_010_before_onset_frame_2911_ues.jpg,True,metadata_exact,input
2936,touch_ues,crops\AD543.avi\ues\event_058_touch_ues_frame_2936_ues.jpg,True,metadata_exact,input
2966,leave_ues,crops\AD543.avi\ues\event_035_leave_ues_frame_2966_ues.jpg,True,metadata_exact,input
3365,before_onset,crops\AD543.avi\ues\event_011_before_onset_frame_3365_ues.jpg,True,metadata_exact,input
3375,touch_ues,crops\AD543.avi\ues\event_059_touch_ues_frame_3375_ues.jpg,True,metadata_exact,input
3384,leave_ues,crops\AD543.avi\ues\event_036_leave_ues_frame_3384_ues.jpg,True,metadata_exact,input
3973,before_onset,crops\AD543.avi\ues\event_012_before_onset_frame_3973_ues.jpg,True,metadata_exact,input
3983,touch_ues,crops\AD543.avi\ues\event_060_touch_ues_frame_3983_ues.jpg,True,metadata_exact,input
4002,leave_ues,crops\AD543.avi\ues\event_037_leave_ues_frame_4002_ues.jpg,True,metadata_exact,input
4192,before_onset,crops\AD543.avi\ues\event_013_before_onset_frame_4192_ues.jpg,True,metadata_exact,input
4208,touch_ues,crops\AD543.avi\ues\event_061_touch_ues_frame_4208_ues.jpg,True,metadata_exact,input
4236,leave_ues,crops\AD543.avi\ues\event_038_leave_ues_frame_4236_ues.jpg,True,metadata_exact,input
4405,before_onset,crops\AD543.avi\ues\event_014_before_onset_frame_4405_ues.jpg,True,metadata_exact,input
4418,touch_ues,crops\AD543.avi\ues\event_062_touch_ues_frame_4418_ues.jpg,True,metadata_exact,input
4447,leave_ues,crops\AD543.avi\ues\event_039_leave_ues_frame_4447_ues.jpg,True,metadata_exact,input
4628,before_onset,crops\AD543.avi\ues\event_015_before_onset_frame_4628_ues.jpg,True,metadata_exact,input
4639,touch_ues,crops\AD543.avi\ues\event_063_touch_ues_frame_4639_ues.jpg,True,metadata_exact,input
4662,leave_ues,crops\AD543.avi\ues\event_040_leave_ues_frame_4662_ues.jpg,True,metadata_exact,input
4845,before_onset,crops\AD543.avi\ues\event_016_before_onset_frame_4845_ues.jpg,True,metadata_exact,input
4854,touch_ues,crops\AD543.avi\ues\event_064_touch_ues_frame_4854_ues.jpg,True,metadata_exact,input
4872,leave_ues,crops\AD543.avi\ues\event_041_leave_ues_frame_4872_ues.jpg,True,metadata_exact,input
5127,before_onset,crops\AD543.avi\ues\event_017_before_onset_frame_5127_ues.jpg,True,metadata_exact,input
5141,touch_ues,crops\AD543.avi\ues\event_065_touch_ues_frame_5141_ues.jpg,True,metadata_exact,input
5168,leave_ues,crops\AD543.avi\ues\event_042_leave_ues_frame_5168_ues.jpg,True,metadata_exact,input
5394,before_onset,crops\AD543.avi\ues\event_018_before_onset_frame_5394_ues.jpg,True,metadata_exact,input
5407,touch_ues,crops\AD543.avi\ues\event_066_touch_ues_frame_5407_ues.jpg,True,metadata_exact,input
5438,leave_ues,crops\AD543.avi\ues\event_043_leave_ues_frame_5438_ues.jpg,True,metadata_exact,input
5584,before_onset,crops\AD543.avi\ues\event_019_before_onset_frame_5584_ues.jpg,True,metadata_exact,input
5607,touch_ues,crops\AD543.avi\ues\event_067_touch_ues_frame_5607_ues.jpg,True,metadata_exact,input
5629,leave_ues,crops\AD543.avi\ues\event_044_leave_ues_frame_5629_ues.jpg,True,metadata_exact,input
5776,before_onset,crops\AD543.avi\ues\event_020_before_onset_frame_5776_ues.jpg,True,metadata_exact,input
5796,touch_ues,crops\AD543.avi\ues\event_068_touch_ues_frame_5796_ues.jpg,True,metadata_exact,input
5841,leave_ues,crops\AD543.avi\ues\event_045_leave_ues_frame_5841_ues.jpg,True,metadata_exact,input
5946,before_onset,crops\AD543.avi\ues\event_021_before_onset_frame_5946_ues.jpg,True,metadata_exact,input
5957,touch_ues,crops\AD543.avi\ues\event_069_touch_ues_frame_5957_ues.jpg,True,metadata_exact,input
5988,leave_ues,crops\AD543.avi\ues\event_046_leave_ues_frame_5988_ues.jpg,True,metadata_exact,input
6109,before_onset,crops\AD543.avi\ues\event_022_before_onset_frame_6109_ues.jpg,True,metadata_exact,input
6120,touch_ues,crops\AD543.avi\ues\event_070_touch_ues_frame_6120_ues.jpg,True,metadata_exact,input
6168,leave_ues,crops\AD543.avi\ues\event_047_leave_ues_frame_6168_ues.jpg,True,metadata_exact,input
6218,before_onset,crops\AD543.avi\ues\event_023_before_onset_frame_6218_ues.jpg,True,metadata_exact,input
6230,touch_ues,crops\AD543.avi\ues\event_071_touch_ues_frame_6230_ues.jpg,True,metadata_exact,input
6265,leave_ues,crops\AD543.avi\ues\event_048_leave_ues_frame_6265_ues.jpg,True,metadata_exact,input
6321,before_onset,crops\AD543.avi\ues\event_024_before_onset_frame_6321_ues.jpg,True,metadata_exact,input
6355,touch_ues,crops\AD543.avi\ues\event_072_touch_ues_frame_6355_ues.jpg,True,metadata_exact,input
