frame,event_type,crop_path,matched,notes,source
192,before_onset,crops\AD541.avi\ues\event_000_before_onset_frame_192_ues.jpg,True,metadata_exact,input
209,touch_ues,crops\AD541.avi\ues\event_031_touch_ues_frame_209_ues.jpg,True,metadata_exact,input
221,leave_ues,crops\AD541.avi\ues\event_019_leave_ues_frame_221_ues.jpg,True,metadata_exact,input
354,before_onset,crops\AD541.avi\ues\event_001_before_onset_frame_354_ues.jpg,True,metadata_exact,input
366,touch_ues,crops\AD541.avi\ues\event_032_touch_ues_frame_366_ues.jpg,True,metadata_exact,input
383,leave_ues,crops\AD541.avi\ues\event_020_leave_ues_frame_383_ues.jpg,True,metadata_exact,input
534,before_onset,crops\AD541.avi\ues\event_002_before_onset_frame_534_ues.jpg,True,metadata_exact,input
547,touch_ues,crops\AD541.avi\ues\event_033_touch_ues_frame_547_ues.jpg,True,metadata_exact,input
582,leave_ues,crops\AD541.avi\ues\event_021_leave_ues_frame_582_ues.jpg,True,metadata_exact,input
625,before_onset,crops\AD541.avi\ues\event_003_before_onset_frame_625_ues.jpg,True,metadata_exact,input
636,touch_ues,crops\AD541.avi\ues\event_034_touch_ues_frame_636_ues.jpg,True,metadata_exact,input
660,before_onset,crops\AD541.avi\ues\event_004_before_onset_frame_660_ues.jpg,True,metadata_exact,input
694,before_onset,crops\AD541.avi\ues\event_005_before_onset_frame_694_ues.jpg,True,metadata_exact,input
723,before_onset,crops\AD541.avi\ues\event_006_before_onset_frame_723_ues.jpg,True,metadata_exact,input
780,touch_ues,crops\AD541.avi\ues\event_035_touch_ues_frame_780_ues.jpg,True,metadata_exact,input
1066,before_onset,crops\AD541.avi\ues\event_007_before_onset_frame_1066_ues.jpg,True,metadata_exact,input
1219,before_onset,crops\AD541.avi\ues\event_008_before_onset_frame_1219_ues.jpg,True,metadata_exact,input
1234,touch_ues,crops\AD541.avi\ues\event_036_touch_ues_frame_1234_ues.jpg,True,metadata_exact,input
1278,leave_ues,crops\AD541.avi\ues\event_022_leave_ues_frame_1278_ues.jpg,True,metadata_exact,input
1374,before_onset,crops\AD541.avi\ues\event_009_before_onset_frame_1374_ues.jpg,True,metadata_exact,input
1388,touch_ues,crops\AD541.avi\ues\event_037_touch_ues_frame_1388_ues.jpg,True,metadata_exact,input
1559,before_onset,crops\AD541.avi\ues\event_010_before_onset_frame_1559_ues.jpg,True,metadata_exact,input
1570,touch_ues,crops\AD541.avi\ues\event_038_touch_ues_frame_1570_ues.jpg,True,metadata_exact,input
1602,before_onset,crops\AD541.avi\ues\event_011_before_onset_frame_1602_ues.jpg,True,metadata_exact,input
1603,leave_ues,crops\AD541.avi\ues\event_023_leave_ues_frame_1603_ues.jpg,True,metadata_exact,input
1618,touch_ues,crops\AD541.avi\ues\event_039_touch_ues_frame_1618_ues.jpg,True,metadata_exact,input
1639,leave_ues,crops\AD541.avi\ues\event_024_leave_ues_frame_1639_ues.jpg,True,metadata_exact,input
1787,before_onset,crops\AD541.avi\ues\event_012_before_onset_frame_1787_ues.jpg,True,metadata_exact,input
1797,touch_ues,crops\AD541.avi\ues\event_040_touch_ues_frame_1797_ues.jpg,True,metadata_exact,input
1816,leave_ues,crops\AD541.avi\ues\event_025_leave_ues_frame_1816_ues.jpg,True,metadata_exact,input
2156,before_onset,crops\AD541.avi\ues\event_013_before_onset_frame_2156_ues.jpg,True,metadata_exact,input
2168,touch_ues,crops\AD541.avi\ues\event_041_touch_ues_frame_2168_ues.jpg,True,metadata_exact,input
2180,leave_ues,crops\AD541.avi\ues\event_026_leave_ues_frame_2180_ues.jpg,True,metadata_exact,input
2433,before_onset,crops\AD541.avi\ues\event_014_before_onset_frame_2433_ues.jpg,True,metadata_exact,input
2444,touch_ues,crops\AD541.avi\ues\event_042_touch_ues_frame_2444_ues.jpg,True,metadata_exact,input
2461,leave_ues,crops\AD541.avi\ues\event_027_leave_ues_frame_2461_ues.jpg,True,metadata_exact,input
2722,before_onset,crops\AD541.avi\ues\event_015_before_onset_frame_2722_ues.jpg,True,metadata_exact,input
2738,touch_ues,crops\AD541.avi\ues\event_043_touch_ues_frame_2738_ues.jpg,True,metadata_exact,input
2763,leave_ues,crops\AD541.avi\ues\event_028_leave_ues_frame_2763_ues.jpg,True,metadata_exact,input
2873,before_onset,crops\AD541.avi\ues\event_016_before_onset_frame_2873_ues.jpg,True,metadata_exact,input
2886,touch_ues,crops\AD541.avi\ues\event_044_touch_ues_frame_2886_ues.jpg,True,metadata_exact,input
2907,leave_ues,crops\AD541.avi\ues\event_029_leave_ues_frame_2907_ues.jpg,True,metadata_exact,input
3011,before_onset,crops\AD541.avi\ues\event_017_before_onset_frame_3011_ues.jpg,True,metadata_exact,input
3024,touch_ues,crops\AD541.avi\ues\event_045_touch_ues_frame_3024_ues.jpg,True,metadata_exact,input
3055,leave_ues,crops\AD541.avi\ues\event_030_leave_ues_frame_3055_ues.jpg,True,metadata_exact,input
3063,before_onset,crops\AD541.avi\ues\event_018_before_onset_frame_3063_ues.jpg,True,metadata_exact,input
3077,touch_ues,crops\AD541.avi\ues\event_046_touch_ues_frame_3077_ues.jpg,True,metadata_exact,input
