frame,event_type,crop_path,matched,notes,source
241,before_onset,crops\AD388.avi\ues\event_000_before_onset_frame_241_ues.jpg,True,metadata_exact,input
250,touch_ues,crops\AD388.avi\ues\event_026_touch_ues_frame_250_ues.jpg,True,metadata_exact,input
268,leave_ues,crops\AD388.avi\ues\event_014_leave_ues_frame_268_ues.jpg,True,metadata_exact,input
512,before_onset,crops\AD388.avi\ues\event_001_before_onset_frame_512_ues.jpg,True,metadata_exact,input
523,touch_ues,crops\AD388.avi\ues\event_027_touch_ues_frame_523_ues.jpg,True,metadata_exact,input
545,leave_ues,crops\AD388.avi\ues\event_015_leave_ues_frame_545_ues.jpg,True,metadata_exact,input
748,before_onset,crops\AD388.avi\ues\event_002_before_onset_frame_748_ues.jpg,True,metadata_exact,input
760,touch_ues,crops\AD388.avi\ues\event_028_touch_ues_frame_760_ues.jpg,True,metadata_exact,input
794,leave_ues,crops\AD388.avi\ues\event_016_leave_ues_frame_794_ues.jpg,True,metadata_exact,input
960,before_onset,crops\AD388.avi\ues\event_003_before_onset_frame_960_ues.jpg,True,metadata_exact,input
973,touch_ues,crops\AD388.avi\ues\event_029_touch_ues_frame_973_ues.jpg,True,metadata_exact,input
1020,leave_ues,crops\AD388.avi\ues\event_017_leave_ues_frame_1020_ues.jpg,True,metadata_exact,input
1094,before_onset,crops\AD388.avi\ues\event_004_before_onset_frame_1094_ues.jpg,True,metadata_exact,input
1316,before_onset,crops\AD388.avi\ues\event_005_before_onset_frame_1316_ues.jpg,True,metadata_exact,input
1334,touch_ues,crops\AD388.avi\ues\event_030_touch_ues_frame_1334_ues.jpg,True,metadata_exact,input
1350,leave_ues,crops\AD388.avi\ues\event_018_leave_ues_frame_1350_ues.jpg,True,metadata_exact,input
1473,before_onset,crops\AD388.avi\ues\event_006_before_onset_frame_1473_ues.jpg,True,metadata_exact,input
1489,touch_ues,crops\AD388.avi\ues\event_031_touch_ues_frame_1489_ues.jpg,True,metadata_exact,input
1515,leave_ues,crops\AD388.avi\ues\event_019_leave_ues_frame_1515_ues.jpg,True,metadata_exact,input
1644,before_onset,crops\AD388.avi\ues\event_007_before_onset_frame_1644_ues.jpg,True,metadata_exact,input
1657,touch_ues,crops\AD388.avi\ues\event_032_touch_ues_frame_1657_ues.jpg,True,metadata_exact,input
1688,leave_ues,crops\AD388.avi\ues\event_020_leave_ues_frame_1688_ues.jpg,True,metadata_exact,input
1833,before_onset,crops\AD388.avi\ues\event_008_before_onset_frame_1833_ues.jpg,True,metadata_exact,input
2027,before_onset,crops\AD388.avi\ues\event_009_before_onset_frame_2027_ues.jpg,True,metadata_exact,input
2038,touch_ues,crops\AD388.avi\ues\event_033_touch_ues_frame_2038_ues.jpg,True,metadata_exact,input
2056,leave_ues,crops\AD388.avi\ues\event_021_leave_ues_frame_2056_ues.jpg,True,metadata_exact,input
2606,before_onset,crops\AD388.avi\ues\event_010_before_onset_frame_2606_ues.jpg,True,metadata_exact,input
2622,touch_ues,crops\AD388.avi\ues\event_034_touch_ues_frame_2622_ues.jpg,True,metadata_exact,input
2636,leave_ues,crops\AD388.avi\ues\event_022_leave_ues_frame_2636_ues.jpg,True,metadata_exact,input
2783,before_onset,crops\AD388.avi\ues\event_011_before_onset_frame_2783_ues.jpg,True,metadata_exact,input
2799,touch_ues,crops\AD388.avi\ues\event_035_touch_ues_frame_2799_ues.jpg,True,metadata_exact,input
2816,leave_ues,crops\AD388.avi\ues\event_023_leave_ues_frame_2816_ues.jpg,True,metadata_exact,input
3052,before_onset,crops\AD388.avi\ues\event_012_before_onset_frame_3052_ues.jpg,True,metadata_exact,input
3067,touch_ues,crops\AD388.avi\ues\event_036_touch_ues_frame_3067_ues.jpg,True,metadata_exact,input
3082,leave_ues,crops\AD388.avi\ues\event_024_leave_ues_frame_3082_ues.jpg,True,metadata_exact,input
3222,before_onset,crops\AD388.avi\ues\event_013_before_onset_frame_3222_ues.jpg,True,metadata_exact,input
3235,touch_ues,crops\AD388.avi\ues\event_037_touch_ues_frame_3235_ues.jpg,True,metadata_exact,input
3257,leave_ues,crops\AD388.avi\ues\event_025_leave_ues_frame_3257_ues.jpg,True,metadata_exact,input
