frame,event_type,crop_path,matched,notes,source
468,before_onset,crops\AD459A.avi\ues\event_000_before_onset_frame_468_ues.jpg,True,metadata_exact,input
482,touch_ues,crops\AD459A.avi\ues\event_029_touch_ues_frame_482_ues.jpg,True,metadata_exact,input
726,before_onset,crops\AD459A.avi\ues\event_001_before_onset_frame_726_ues.jpg,True,metadata_exact,input
737,touch_ues,crops\AD459A.avi\ues\event_030_touch_ues_frame_737_ues.jpg,True,metadata_exact,input
753,leave_ues,crops\AD459A.avi\ues\event_016_leave_ues_frame_753_ues.jpg,True,metadata_exact,input
991,before_onset,crops\AD459A.avi\ues\event_002_before_onset_frame_991_ues.jpg,True,metadata_exact,input
1004,touch_ues,crops\AD459A.avi\ues\event_031_touch_ues_frame_1004_ues.jpg,True,metadata_exact,input
1029,leave_ues,crops\AD459A.avi\ues\event_017_leave_ues_frame_1029_ues.jpg,True,metadata_exact,input
1286,before_onset,crops\AD459A.avi\ues\event_003_before_onset_frame_1286_ues.jpg,True,metadata_exact,input
1301,touch_ues,crops\AD459A.avi\ues\event_032_touch_ues_frame_1301_ues.jpg,True,metadata_exact,input
1338,leave_ues,crops\AD459A.avi\ues\event_018_leave_ues_frame_1338_ues.jpg,True,metadata_exact,input
1458,before_onset,crops\AD459A.avi\ues\event_004_before_onset_frame_1458_ues.jpg,True,metadata_exact,input
1480,touch_ues,crops\AD459A.avi\ues\event_033_touch_ues_frame_1480_ues.jpg,True,metadata_exact,input
1526,leave_ues,crops\AD459A.avi\ues\event_019_leave_ues_frame_1526_ues.jpg,True,metadata_exact,input
1648,before_onset,crops\AD459A.avi\ues\event_005_before_onset_frame_1648_ues.jpg,True,metadata_exact,input
1670,touch_ues,crops\AD459A.avi\ues\event_034_touch_ues_frame_1670_ues.jpg,True,metadata_exact,input
1682,leave_ues,crops\AD459A.avi\ues\event_020_leave_ues_frame_1682_ues.jpg,True,metadata_exact,input
1900,before_onset,crops\AD459A.avi\ues\event_006_before_onset_frame_1900_ues.jpg,True,metadata_exact,input
1917,touch_ues,crops\AD459A.avi\ues\event_035_touch_ues_frame_1917_ues.jpg,True,metadata_exact,input
1945,leave_ues,crops\AD459A.avi\ues\event_021_leave_ues_frame_1945_ues.jpg,True,metadata_exact,input
2099,before_onset,crops\AD459A.avi\ues\event_007_before_onset_frame_2099_ues.jpg,True,metadata_exact,input
2122,touch_ues,crops\AD459A.avi\ues\event_036_touch_ues_frame_2122_ues.jpg,True,metadata_exact,input
2255,before_onset,crops\AD459A.avi\ues\event_008_before_onset_frame_2255_ues.jpg,True,metadata_exact,input
2269,touch_ues,crops\AD459A.avi\ues\event_037_touch_ues_frame_2269_ues.jpg,True,metadata_exact,input
2281,leave_ues,crops\AD459A.avi\ues\event_022_leave_ues_frame_2281_ues.jpg,True,metadata_exact,input
2442,before_onset,crops\AD459A.avi\ues\event_009_before_onset_frame_2442_ues.jpg,True,metadata_exact,input
2454,touch_ues,crops\AD459A.avi\ues\event_038_touch_ues_frame_2454_ues.jpg,True,metadata_exact,input
2592,before_onset,crops\AD459A.avi\ues\event_010_before_onset_frame_2592_ues.jpg,True,metadata_exact,input
2607,touch_ues,crops\AD459A.avi\ues\event_039_touch_ues_frame_2607_ues.jpg,True,metadata_exact,input
2627,leave_ues,crops\AD459A.avi\ues\event_023_leave_ues_frame_2627_ues.jpg,True,metadata_exact,input
2810,before_onset,crops\AD459A.avi\ues\event_011_before_onset_frame_2810_ues.jpg,True,metadata_exact,input
2824,touch_ues,crops\AD459A.avi\ues\event_040_touch_ues_frame_2824_ues.jpg,True,metadata_exact,input
2851,leave_ues,crops\AD459A.avi\ues\event_024_leave_ues_frame_2851_ues.jpg,True,metadata_exact,input
3062,before_onset,crops\AD459A.avi\ues\event_012_before_onset_frame_3062_ues.jpg,True,metadata_exact,input
3074,touch_ues,crops\AD459A.avi\ues\event_041_touch_ues_frame_3074_ues.jpg,True,metadata_exact,input
3116,leave_ues,crops\AD459A.avi\ues\event_025_leave_ues_frame_3116_ues.jpg,True,metadata_exact,input
3255,before_onset,crops\AD459A.avi\ues\event_013_before_onset_frame_3255_ues.jpg,True,metadata_exact,input
3274,touch_ues,crops\AD459A.avi\ues\event_042_touch_ues_frame_3274_ues.jpg,True,metadata_exact,input
3295,leave_ues,crops\AD459A.avi\ues\event_026_leave_ues_frame_3295_ues.jpg,True,metadata_exact,input
3422,before_onset,crops\AD459A.avi\ues\event_014_before_onset_frame_3422_ues.jpg,True,metadata_exact,input
3446,touch_ues,crops\AD459A.avi\ues\event_043_touch_ues_frame_3446_ues.jpg,True,metadata_exact,input
3474,leave_ues,crops\AD459A.avi\ues\event_027_leave_ues_frame_3474_ues.jpg,True,metadata_exact,input
3580,before_onset,crops\AD459A.avi\ues\event_015_before_onset_frame_3580_ues.jpg,True,metadata_exact,input
3599,touch_ues,crops\AD459A.avi\ues\event_044_touch_ues_frame_3599_ues.jpg,True,metadata_exact,input
3611,leave_ues,crops\AD459A.avi\ues\event_028_leave_ues_frame_3611_ues.jpg,True,metadata_exact,input
