frame,event_type,crop_path,matched,notes,source
126,before_onset,crops\AD317B.avi\ues\event_000_before_onset_frame_126_ues.jpg,True,metadata_exact,input
136,touch_ues,crops\AD317B.avi\ues\event_025_touch_ues_frame_136_ues.jpg,True,metadata_exact,input
152,leave_ues,crops\AD317B.avi\ues\event_013_leave_ues_frame_152_ues.jpg,True,metadata_exact,input
343,before_onset,crops\AD317B.avi\ues\event_001_before_onset_frame_343_ues.jpg,True,metadata_exact,input
355,touch_ues,crops\AD317B.avi\ues\event_026_touch_ues_frame_355_ues.jpg,True,metadata_exact,input
380,leave_ues,crops\AD317B.avi\ues\event_014_leave_ues_frame_380_ues.jpg,True,metadata_exact,input
558,before_onset,crops\AD317B.avi\ues\event_002_before_onset_frame_558_ues.jpg,True,metadata_exact,input
581,touch_ues,crops\AD317B.avi\ues\event_027_touch_ues_frame_581_ues.jpg,True,metadata_exact,input
594,leave_ues,crops\AD317B.avi\ues\event_015_leave_ues_frame_594_ues.jpg,True,metadata_exact,input
745,before_onset,crops\AD317B.avi\ues\event_003_before_onset_frame_745_ues.jpg,True,metadata_exact,input
768,touch_ues,crops\AD317B.avi\ues\event_028_touch_ues_frame_768_ues.jpg,True,metadata_exact,input
788,leave_ues,crops\AD317B.avi\ues\event_016_leave_ues_frame_788_ues.jpg,True,metadata_exact,input
1130,before_onset,crops\AD317B.avi\ues\event_004_before_onset_frame_1130_ues.jpg,True,metadata_exact,input
1569,before_onset,crops\AD317B.avi\ues\event_005_before_onset_frame_1569_ues.jpg,True,metadata_exact,input
1590,touch_ues,crops\AD317B.avi\ues\event_029_touch_ues_frame_1590_ues.jpg,True,metadata_exact,input
1606,leave_ues,crops\AD317B.avi\ues\event_017_leave_ues_frame_1606_ues.jpg,True,metadata_exact,input
1768,before_onset,crops\AD317B.avi\ues\event_006_before_onset_frame_1768_ues.jpg,True,metadata_exact,input
1784,touch_ues,crops\AD317B.avi\ues\event_030_touch_ues_frame_1784_ues.jpg,True,metadata_exact,input
1807,leave_ues,crops\AD317B.avi\ues\event_018_leave_ues_frame_1807_ues.jpg,True,metadata_exact,input
2038,before_onset,crops\AD317B.avi\ues\event_007_before_onset_frame_2038_ues.jpg,True,metadata_exact,input
2061,touch_ues,crops\AD317B.avi\ues\event_031_touch_ues_frame_2061_ues.jpg,True,metadata_exact,input
2075,leave_ues,crops\AD317B.avi\ues\event_019_leave_ues_frame_2075_ues.jpg,True,metadata_exact,input
2184,before_onset,crops\AD317B.avi\ues\event_008_before_onset_frame_2184_ues.jpg,True,metadata_exact,input
2206,touch_ues,crops\AD317B.avi\ues\event_032_touch_ues_frame_2206_ues.jpg,True,metadata_exact,input
2233,leave_ues,crops\AD317B.avi\ues\event_020_leave_ues_frame_2233_ues.jpg,True,metadata_exact,input
2383,before_onset,crops\AD317B.avi\ues\event_009_before_onset_frame_2383_ues.jpg,True,metadata_exact,input
2403,touch_ues,crops\AD317B.avi\ues\event_033_touch_ues_frame_2403_ues.jpg,True,metadata_exact,input
2419,leave_ues,crops\AD317B.avi\ues\event_021_leave_ues_frame_2419_ues.jpg,True,metadata_exact,input
2570,before_onset,crops\AD317B.avi\ues\event_010_before_onset_frame_2570_ues.jpg,True,metadata_exact,input
2593,touch_ues,crops\AD317B.avi\ues\event_034_touch_ues_frame_2593_ues.jpg,True,metadata_exact,input
2610,leave_ues,crops\AD317B.avi\ues\event_022_leave_ues_frame_2610_ues.jpg,True,metadata_exact,input
2718,before_onset,crops\AD317B.avi\ues\event_011_before_onset_frame_2718_ues.jpg,True,metadata_exact,input
2734,touch_ues,crops\AD317B.avi\ues\event_035_touch_ues_frame_2734_ues.jpg,True,metadata_exact,input
2748,leave_ues,crops\AD317B.avi\ues\event_023_leave_ues_frame_2748_ues.jpg,True,metadata_exact,input
3227,touch_ues,crops\AD317B.avi\ues\event_036_touch_ues_frame_3227_ues.jpg,True,metadata_exact,input
3240,leave_ues,crops\AD317B.avi\ues\event_024_leave_ues_frame_3240_ues.jpg,True,metadata_exact,input
3382,before_onset,crops\AD317B.avi\ues\event_012_before_onset_frame_3382_ues.jpg,True,metadata_exact,input
3396,touch_ues,crops\AD317B.avi\ues\event_037_touch_ues_frame_3396_ues.jpg,True,metadata_exact,input
