frame,event_type,crop_path,matched,notes,source
205,before_onset,crops\AD378.avi\ues\event_000_before_onset_frame_205_ues.jpg,True,metadata_exact,input
221,touch_ues,crops\AD378.avi\ues\event_026_touch_ues_frame_221_ues.jpg,True,metadata_exact,input
235,leave_ues,crops\AD378.avi\ues\event_013_leave_ues_frame_235_ues.jpg,True,metadata_exact,input
485,before_onset,crops\AD378.avi\ues\event_001_before_onset_frame_485_ues.jpg,True,metadata_exact,input
500,touch_ues,crops\AD378.avi\ues\event_027_touch_ues_frame_500_ues.jpg,True,metadata_exact,input
510,leave_ues,crops\AD378.avi\ues\event_014_leave_ues_frame_510_ues.jpg,True,metadata_exact,input
907,before_onset,crops\AD378.avi\ues\event_002_before_onset_frame_907_ues.jpg,True,metadata_exact,input
925,touch_ues,crops\AD378.avi\ues\event_028_touch_ues_frame_925_ues.jpg,True,metadata_exact,input
948,leave_ues,crops\AD378.avi\ues\event_015_leave_ues_frame_948_ues.jpg,True,metadata_exact,input
1110,before_onset,crops\AD378.avi\ues\event_003_before_onset_frame_1110_ues.jpg,True,metadata_exact,input
1128,touch_ues,crops\AD378.avi\ues\event_029_touch_ues_frame_1128_ues.jpg,True,metadata_exact,input
1148,leave_ues,crops\AD378.avi\ues\event_016_leave_ues_frame_1148_ues.jpg,True,metadata_exact,input
1477,before_onset,crops\AD378.avi\ues\event_004_before_onset_frame_1477_ues.jpg,True,metadata_exact,input
1490,touch_ues,crops\AD378.avi\ues\event_030_touch_ues_frame_1490_ues.jpg,True,metadata_exact,input
1503,leave_ues,crops\AD378.avi\ues\event_017_leave_ues_frame_1503_ues.jpg,True,metadata_exact,input
2186,before_onset,crops\AD378.avi\ues\event_005_before_onset_frame_2186_ues.jpg,True,metadata_exact,input
2202,touch_ues,crops\AD378.avi\ues\event_031_touch_ues_frame_2202_ues.jpg,True,metadata_exact,input
2216,leave_ues,crops\AD378.avi\ues\event_018_leave_ues_frame_2216_ues.jpg,True,metadata_exact,input
2364,touch_ues,crops\AD378.avi\ues\event_032_touch_ues_frame_2364_ues.jpg,True,metadata_exact,input
2380,leave_ues,crops\AD378.avi\ues\event_019_leave_ues_frame_2380_ues.jpg,True,metadata_exact,input
2781,before_onset,crops\AD378.avi\ues\event_006_before_onset_frame_2781_ues.jpg,True,metadata_exact,input
2795,touch_ues,crops\AD378.avi\ues\event_033_touch_ues_frame_2795_ues.jpg,True,metadata_exact,input
2803,leave_ues,crops\AD378.avi\ues\event_020_leave_ues_frame_2803_ues.jpg,True,metadata_exact,input
3200,before_onset,crops\AD378.avi\ues\event_007_before_onset_frame_3200_ues.jpg,True,metadata_exact,input
3210,touch_ues,crops\AD378.avi\ues\event_034_touch_ues_frame_3210_ues.jpg,True,metadata_exact,input
3222,leave_ues,crops\AD378.avi\ues\event_021_leave_ues_frame_3222_ues.jpg,True,metadata_exact,input
3495,before_onset,crops\AD378.avi\ues\event_008_before_onset_frame_3495_ues.jpg,True,metadata_exact,input
3510,touch_ues,crops\AD378.avi\ues\event_035_touch_ues_frame_3510_ues.jpg,True,metadata_exact,input
3533,leave_ues,crops\AD378.avi\ues\event_022_leave_ues_frame_3533_ues.jpg,True,metadata_exact,input
3775,before_onset,crops\AD378.avi\ues\event_009_before_onset_frame_3775_ues.jpg,True,metadata_exact,input
3795,touch_ues,crops\AD378.avi\ues\event_036_touch_ues_frame_3795_ues.jpg,True,metadata_exact,input
3817,leave_ues,crops\AD378.avi\ues\event_023_leave_ues_frame_3817_ues.jpg,True,metadata_exact,input
4115,before_onset,crops\AD378.avi\ues\event_010_before_onset_frame_4115_ues.jpg,True,metadata_exact,input
4132,touch_ues,crops\AD378.avi\ues\event_037_touch_ues_frame_4132_ues.jpg,True,metadata_exact,input
4337,before_onset,crops\AD378.avi\ues\event_011_before_onset_frame_4337_ues.jpg,True,metadata_exact,input
4359,touch_ues,crops\AD378.avi\ues\event_038_touch_ues_frame_4359_ues.jpg,True,metadata_exact,input
4380,leave_ues,crops\AD378.avi\ues\event_024_leave_ues_frame_4380_ues.jpg,True,metadata_exact,input
4625,touch_ues,crops\AD378.avi\ues\event_039_touch_ues_frame_4625_ues.jpg,True,metadata_exact,input
5115,before_onset,crops\AD378.avi\ues\event_012_before_onset_frame_5115_ues.jpg,True,metadata_exact,input
5136,touch_ues,crops\AD378.avi\ues\event_040_touch_ues_frame_5136_ues.jpg,True,metadata_exact,input
5162,leave_ues,crops\AD378.avi\ues\event_025_leave_ues_frame_5162_ues.jpg,True,metadata_exact,input
