frame,event_type,crop_path,matched,notes,source
281,before_onset,crops\AD175.avi\ues\event_000_before_onset_frame_281_ues.jpg,True,metadata_exact,input
292,touch_ues,crops\AD175.avi\ues\event_039_touch_ues_frame_292_ues.jpg,True,metadata_exact,input
311,leave_ues,crops\AD175.avi\ues\event_022_leave_ues_frame_311_ues.jpg,True,metadata_exact,input
548,before_onset,crops\AD175.avi\ues\event_001_before_onset_frame_548_ues.jpg,True,metadata_exact,input
594,touch_ues,crops\AD175.avi\ues\event_040_touch_ues_frame_594_ues.jpg,True,metadata_exact,input
620,leave_ues,crops\AD175.avi\ues\event_023_leave_ues_frame_620_ues.jpg,True,metadata_exact,input
714,before_onset,crops\AD175.avi\ues\event_002_before_onset_frame_714_ues.jpg,True,metadata_exact,input
726,touch_ues,crops\AD175.avi\ues\event_041_touch_ues_frame_726_ues.jpg,True,metadata_exact,input
761,leave_ues,crops\AD175.avi\ues\event_024_leave_ues_frame_761_ues.jpg,True,metadata_exact,input
815,before_onset,crops\AD175.avi\ues\event_003_before_onset_frame_815_ues.jpg,True,metadata_exact,input
837,touch_ues,crops\AD175.avi\ues\event_042_touch_ues_frame_837_ues.jpg,True,metadata_exact,input
896,leave_ues,crops\AD175.avi\ues\event_025_leave_ues_frame_896_ues.jpg,True,metadata_exact,input
926,before_onset,crops\AD175.avi\ues\event_004_before_onset_frame_926_ues.jpg,True,metadata_exact,input
967,touch_ues,crops\AD175.avi\ues\event_043_touch_ues_frame_967_ues.jpg,True,metadata_exact,input
1027,before_onset,crops\AD175.avi\ues\event_005_before_onset_frame_1027_ues.jpg,True,metadata_exact,input
1269,before_onset,crops\AD175.avi\ues\event_006_before_onset_frame_1269_ues.jpg,True,metadata_exact,input
1284,touch_ues,crops\AD175.avi\ues\event_044_touch_ues_frame_1284_ues.jpg,True,metadata_exact,input
1309,leave_ues,crops\AD175.avi\ues\event_026_leave_ues_frame_1309_ues.jpg,True,metadata_exact,input
1388,before_onset,crops\AD175.avi\ues\event_007_before_onset_frame_1388_ues.jpg,True,metadata_exact,input
1579,before_onset,crops\AD175.avi\ues\event_008_before_onset_frame_1579_ues.jpg,True,metadata_exact,input
