frame,event_type,crop_path,matched,notes,source
157,before_onset,crops\AD243.avi\ues\event_000_before_onset_frame_157_ues.jpg,True,metadata_exact,input
171,touch_ues,crops\AD243.avi\ues\event_030_touch_ues_frame_171_ues.jpg,True,metadata_exact,input
186,leave_ues,crops\AD243.avi\ues\event_016_leave_ues_frame_186_ues.jpg,True,metadata_exact,input
285,before_onset,crops\AD243.avi\ues\event_001_before_onset_frame_285_ues.jpg,True,metadata_exact,input
304,touch_ues,crops\AD243.avi\ues\event_031_touch_ues_frame_304_ues.jpg,True,metadata_exact,input
320,leave_ues,crops\AD243.avi\ues\event_017_leave_ues_frame_320_ues.jpg,True,metadata_exact,input
518,before_onset,crops\AD243.avi\ues\event_002_before_onset_frame_518_ues.jpg,True,metadata_exact,input
537,touch_ues,crops\AD243.avi\ues\event_032_touch_ues_frame_537_ues.jpg,True,metadata_exact,input
556,leave_ues,crops\AD243.avi\ues\event_018_leave_ues_frame_556_ues.jpg,True,metadata_exact,input
629,before_onset,crops\AD243.avi\ues\event_003_before_onset_frame_629_ues.jpg,True,metadata_exact,input
644,touch_ues,crops\AD243.avi\ues\event_033_touch_ues_frame_644_ues.jpg,True,metadata_exact,input
675,leave_ues,crops\AD243.avi\ues\event_019_leave_ues_frame_675_ues.jpg,True,metadata_exact,input
742,before_onset,crops\AD243.avi\ues\event_004_before_onset_frame_742_ues.jpg,True,metadata_exact,input
760,touch_ues,crops\AD243.avi\ues\event_034_touch_ues_frame_760_ues.jpg,True,metadata_exact,input
787,leave_ues,crops\AD243.avi\ues\event_020_leave_ues_frame_787_ues.jpg,True,metadata_exact,input
865,before_onset,crops\AD243.avi\ues\event_005_before_onset_frame_865_ues.jpg,True,metadata_exact,input
876,touch_ues,crops\AD243.avi\ues\event_035_touch_ues_frame_876_ues.jpg,True,metadata_exact,input
911,leave_ues,crops\AD243.avi\ues\event_021_leave_ues_frame_911_ues.jpg,True,metadata_exact,input
1367,before_onset,crops\AD243.avi\ues\event_006_before_onset_frame_1367_ues.jpg,True,metadata_exact,input
1379,touch_ues,crops\AD243.avi\ues\event_036_touch_ues_frame_1379_ues.jpg,True,metadata_exact,input
1391,leave_ues,crops\AD243.avi\ues\event_022_leave_ues_frame_1391_ues.jpg,True,metadata_exact,input
1513,before_onset,crops\AD243.avi\ues\event_007_before_onset_frame_1513_ues.jpg,True,metadata_exact,input
1526,touch_ues,crops\AD243.avi\ues\event_037_touch_ues_frame_1526_ues.jpg,True,metadata_exact,input
1539,leave_ues,crops\AD243.avi\ues\event_023_leave_ues_frame_1539_ues.jpg,True,metadata_exact,input
1626,before_onset,crops\AD243.avi\ues\event_008_before_onset_frame_1626_ues.jpg,True,metadata_exact,input
2128,before_onset,crops\AD243.avi\ues\event_009_before_onset_frame_2128_ues.jpg,True,metadata_exact,input
2138,touch_ues,crops\AD243.avi\ues\event_038_touch_ues_frame_2138_ues.jpg,True,metadata_exact,input
2151,leave_ues,crops\AD243.avi\ues\event_024_leave_ues_frame_2151_ues.jpg,True,metadata_exact,input
2286,before_onset,crops\AD243.avi\ues\event_010_before_onset_frame_2286_ues.jpg,True,metadata_exact,input
2296,touch_ues,crops\AD243.avi\ues\event_039_touch_ues_frame_2296_ues.jpg,True,metadata_exact,input
2318,leave_ues,crops\AD243.avi\ues\event_025_leave_ues_frame_2318_ues.jpg,True,metadata_exact,input
2414,before_onset,crops\AD243.avi\ues\event_011_before_onset_frame_2414_ues.jpg,True,metadata_exact,input
2427,touch_ues,crops\AD243.avi\ues\event_040_touch_ues_frame_2427_ues.jpg,True,metadata_exact,input
2462,leave_ues,crops\AD243.avi\ues\event_026_leave_ues_frame_2462_ues.jpg,True,metadata_exact,input
2475,before_onset,crops\AD243.avi\ues\event_012_before_onset_frame_2475_ues.jpg,True,metadata_exact,input
2488,touch_ues,crops\AD243.avi\ues\event_041_touch_ues_frame_2488_ues.jpg,True,metadata_exact,input
2504,leave_ues,crops\AD243.avi\ues\event_027_leave_ues_frame_2504_ues.jpg,True,metadata_exact,input
2607,before_onset,crops\AD243.avi\ues\event_013_before_onset_frame_2607_ues.jpg,True,metadata_exact,input
2622,touch_ues,crops\AD243.avi\ues\event_042_touch_ues_frame_2622_ues.jpg,True,metadata_exact,input
2655,leave_ues,crops\AD243.avi\ues\event_028_leave_ues_frame_2655_ues.jpg,True,metadata_exact,input
2727,before_onset,crops\AD243.avi\ues\event_014_before_onset_frame_2727_ues.jpg,True,metadata_exact,input
2740,touch_ues,crops\AD243.avi\ues\event_043_touch_ues_frame_2740_ues.jpg,True,metadata_exact,input
2766,leave_ues,crops\AD243.avi\ues\event_029_leave_ues_frame_2766_ues.jpg,True,metadata_exact,input
2813,before_onset,crops\AD243.avi\ues\event_015_before_onset_frame_2813_ues.jpg,True,metadata_exact,input
2833,touch_ues,crops\AD243.avi\ues\event_044_touch_ues_frame_2833_ues.jpg,True,metadata_exact,input
