frame,event_type,crop_path,matched,notes,source
301,before_onset,crops\AD547.avi\ues\event_000_before_onset_frame_301_ues.jpg,True,metadata_exact,input
317,touch_ues,crops\AD547.avi\ues\event_023_touch_ues_frame_317_ues.jpg,True,metadata_exact,input
332,leave_ues,crops\AD547.avi\ues\event_012_leave_ues_frame_332_ues.jpg,True,metadata_exact,input
467,before_onset,crops\AD547.avi\ues\event_001_before_onset_frame_467_ues.jpg,True,metadata_exact,input
476,touch_ues,crops\AD547.avi\ues\event_024_touch_ues_frame_476_ues.jpg,True,metadata_exact,input
493,leave_ues,crops\AD547.avi\ues\event_013_leave_ues_frame_493_ues.jpg,True,metadata_exact,input
638,leave_ues,crops\AD547.avi\ues\event_014_leave_ues_frame_638_ues.jpg,True,metadata_exact,input
713,before_onset,crops\AD547.avi\ues\event_002_before_onset_frame_713_ues.jpg,True,metadata_exact,input
726,touch_ues,crops\AD547.avi\ues\event_025_touch_ues_frame_726_ues.jpg,True,metadata_exact,input
899,before_onset,crops\AD547.avi\ues\event_003_before_onset_frame_899_ues.jpg,True,metadata_exact,input
913,touch_ues,crops\AD547.avi\ues\event_026_touch_ues_frame_913_ues.jpg,True,metadata_exact,input
943,leave_ues,crops\AD547.avi\ues\event_015_leave_ues_frame_943_ues.jpg,True,metadata_exact,input
1279,before_onset,crops\AD547.avi\ues\event_004_before_onset_frame_1279_ues.jpg,True,metadata_exact,input
1294,touch_ues,crops\AD547.avi\ues\event_027_touch_ues_frame_1294_ues.jpg,True,metadata_exact,input
1308,leave_ues,crops\AD547.avi\ues\event_016_leave_ues_frame_1308_ues.jpg,True,metadata_exact,input
1514,before_onset,crops\AD547.avi\ues\event_005_before_onset_frame_1514_ues.jpg,True,metadata_exact,input
1527,touch_ues,crops\AD547.avi\ues\event_028_touch_ues_frame_1527_ues.jpg,True,metadata_exact,input
1559,leave_ues,crops\AD547.avi\ues\event_017_leave_ues_frame_1559_ues.jpg,True,metadata_exact,input
1804,before_onset,crops\AD547.avi\ues\event_006_before_onset_frame_1804_ues.jpg,True,metadata_exact,input
1826,touch_ues,crops\AD547.avi\ues\event_029_touch_ues_frame_1826_ues.jpg,True,metadata_exact,input
1854,leave_ues,crops\AD547.avi\ues\event_018_leave_ues_frame_1854_ues.jpg,True,metadata_exact,input
2084,touch_ues,crops\AD547.avi\ues\event_030_touch_ues_frame_2084_ues.jpg,True,metadata_exact,input
2107,leave_ues,crops\AD547.avi\ues\event_019_leave_ues_frame_2107_ues.jpg,True,metadata_exact,input
2274,before_onset,crops\AD547.avi\ues\event_007_before_onset_frame_2274_ues.jpg,True,metadata_exact,input
2287,touch_ues,crops\AD547.avi\ues\event_031_touch_ues_frame_2287_ues.jpg,True,metadata_exact,input
2694,before_onset,crops\AD547.avi\ues\event_008_before_onset_frame_2694_ues.jpg,True,metadata_exact,input
2709,touch_ues,crops\AD547.avi\ues\event_032_touch_ues_frame_2709_ues.jpg,True,metadata_exact,input
2725,leave_ues,crops\AD547.avi\ues\event_020_leave_ues_frame_2725_ues.jpg,True,metadata_exact,input
3021,before_onset,crops\AD547.avi\ues\event_009_before_onset_frame_3021_ues.jpg,True,metadata_exact,input
3034,touch_ues,crops\AD547.avi\ues\event_033_touch_ues_frame_3034_ues.jpg,True,metadata_exact,input
3224,before_onset,crops\AD547.avi\ues\event_010_before_onset_frame_3224_ues.jpg,True,metadata_exact,input
3242,touch_ues,crops\AD547.avi\ues\event_034_touch_ues_frame_3242_ues.jpg,True,metadata_exact,input
3264,leave_ues,crops\AD547.avi\ues\event_021_leave_ues_frame_3264_ues.jpg,True,metadata_exact,input
3401,before_onset,crops\AD547.avi\ues\event_011_before_onset_frame_3401_ues.jpg,True,metadata_exact,input
3413,touch_ues,crops\AD547.avi\ues\event_035_touch_ues_frame_3413_ues.jpg,True,metadata_exact,input
3451,leave_ues,crops\AD547.avi\ues\event_022_leave_ues_frame_3451_ues.jpg,True,metadata_exact,input
