frame,event_type,crop_path,matched,notes,source
159,before_onset,crops\AD238.avi\ues\event_000_before_onset_frame_159_ues.jpg,True,metadata_exact,input
171,touch_ues,crops\AD238.avi\ues\event_041_touch_ues_frame_171_ues.jpg,True,metadata_exact,input
180,leave_ues,crops\AD238.avi\ues\event_023_leave_ues_frame_180_ues.jpg,True,metadata_exact,input
313,before_onset,crops\AD238.avi\ues\event_001_before_onset_frame_313_ues.jpg,True,metadata_exact,input
323,touch_ues,crops\AD238.avi\ues\event_042_touch_ues_frame_323_ues.jpg,True,metadata_exact,input
345,leave_ues,crops\AD238.avi\ues\event_024_leave_ues_frame_345_ues.jpg,True,metadata_exact,input
520,before_onset,crops\AD238.avi\ues\event_002_before_onset_frame_520_ues.jpg,True,metadata_exact,input
647,before_onset,crops\AD238.avi\ues\event_003_before_onset_frame_647_ues.jpg,True,metadata_exact,input
659,touch_ues,crops\AD238.avi\ues\event_043_touch_ues_frame_659_ues.jpg,True,metadata_exact,input
678,leave_ues,crops\AD238.avi\ues\event_025_leave_ues_frame_678_ues.jpg,True,metadata_exact,input
785,before_onset,crops\AD238.avi\ues\event_004_before_onset_frame_785_ues.jpg,True,metadata_exact,input
878,before_onset,crops\AD238.avi\ues\event_005_before_onset_frame_878_ues.jpg,True,metadata_exact,input
905,touch_ues,crops\AD238.avi\ues\event_044_touch_ues_frame_905_ues.jpg,True,metadata_exact,input
923,leave_ues,crops\AD238.avi\ues\event_026_leave_ues_frame_923_ues.jpg,True,metadata_exact,input
1023,before_onset,crops\AD238.avi\ues\event_006_before_onset_frame_1023_ues.jpg,True,metadata_exact,input
2093,before_onset,crops\AD238.avi\ues\event_007_before_onset_frame_2093_ues.jpg,True,metadata_exact,input
2109,touch_ues,crops\AD238.avi\ues\event_045_touch_ues_frame_2109_ues.jpg,True,metadata_exact,input
2125,leave_ues,crops\AD238.avi\ues\event_027_leave_ues_frame_2125_ues.jpg,True,metadata_exact,input
2257,before_onset,crops\AD238.avi\ues\event_008_before_onset_frame_2257_ues.jpg,True,metadata_exact,input
2270,touch_ues,crops\AD238.avi\ues\event_046_touch_ues_frame_2270_ues.jpg,True,metadata_exact,input
2291,leave_ues,crops\AD238.avi\ues\event_028_leave_ues_frame_2291_ues.jpg,True,metadata_exact,input
2471,before_onset,crops\AD238.avi\ues\event_009_before_onset_frame_2471_ues.jpg,True,metadata_exact,input
2484,touch_ues,crops\AD238.avi\ues\event_047_touch_ues_frame_2484_ues.jpg,True,metadata_exact,input
2523,leave_ues,crops\AD238.avi\ues\event_029_leave_ues_frame_2523_ues.jpg,True,metadata_exact,input
2754,before_onset,crops\AD238.avi\ues\event_010_before_onset_frame_2754_ues.jpg,True,metadata_exact,input
2767,touch_ues,crops\AD238.avi\ues\event_048_touch_ues_frame_2767_ues.jpg,True,metadata_exact,input
2776,leave_ues,crops\AD238.avi\ues\event_030_leave_ues_frame_2776_ues.jpg,True,metadata_exact,input
2946,before_onset,crops\AD238.avi\ues\event_011_before_onset_frame_2946_ues.jpg,True,metadata_exact,input
2959,touch_ues,crops\AD238.avi\ues\event_049_touch_ues_frame_2959_ues.jpg,True,metadata_exact,input
2975,leave_ues,crops\AD238.avi\ues\event_031_leave_ues_frame_2975_ues.jpg,True,metadata_exact,input
3216,before_onset,crops\AD238.avi\ues\event_012_before_onset_frame_3216_ues.jpg,True,metadata_exact,input
3230,touch_ues,crops\AD238.avi\ues\event_050_touch_ues_frame_3230_ues.jpg,True,metadata_exact,input
3251,leave_ues,crops\AD238.avi\ues\event_032_leave_ues_frame_3251_ues.jpg,True,metadata_exact,input
3408,before_onset,crops\AD238.avi\ues\event_013_before_onset_frame_3408_ues.jpg,True,metadata_exact,input
3420,touch_ues,crops\AD238.avi\ues\event_051_touch_ues_frame_3420_ues.jpg,True,metadata_exact,input
3449,leave_ues,crops\AD238.avi\ues\event_033_leave_ues_frame_3449_ues.jpg,True,metadata_exact,input
3653,before_onset,crops\AD238.avi\ues\event_014_before_onset_frame_3653_ues.jpg,True,metadata_exact,input
3667,touch_ues,crops\AD238.avi\ues\event_052_touch_ues_frame_3667_ues.jpg,True,metadata_exact,input
3687,leave_ues,crops\AD238.avi\ues\event_034_leave_ues_frame_3687_ues.jpg,True,metadata_exact,input
3770,before_onset,crops\AD238.avi\ues\event_015_before_onset_frame_3770_ues.jpg,True,metadata_exact,input
3788,touch_ues,crops\AD238.avi\ues\event_053_touch_ues_frame_3788_ues.jpg,True,metadata_exact,input
3816,leave_ues,crops\AD238.avi\ues\event_035_leave_ues_frame_3816_ues.jpg,True,metadata_exact,input
3924,before_onset,crops\AD238.avi\ues\event_016_before_onset_frame_3924_ues.jpg,True,metadata_exact,input
3938,touch_ues,crops\AD238.avi\ues\event_054_touch_ues_frame_3938_ues.jpg,True,metadata_exact,input
4103,before_onset,crops\AD238.avi\ues\event_017_before_onset_frame_4103_ues.jpg,True,metadata_exact,input
4115,touch_ues,crops\AD238.avi\ues\event_055_touch_ues_frame_4115_ues.jpg,True,metadata_exact,input
4130,leave_ues,crops\AD238.avi\ues\event_036_leave_ues_frame_4130_ues.jpg,True,metadata_exact,input
4219,before_onset,crops\AD238.avi\ues\event_018_before_onset_frame_4219_ues.jpg,True,metadata_exact,input
4231,touch_ues,crops\AD238.avi\ues\event_056_touch_ues_frame_4231_ues.jpg,True,metadata_exact,input
4263,leave_ues,crops\AD238.avi\ues\event_037_leave_ues_frame_4263_ues.jpg,True,metadata_exact,input
4463,before_onset,crops\AD238.avi\ues\event_019_before_onset_frame_4463_ues.jpg,True,metadata_exact,input
4478,touch_ues,crops\AD238.avi\ues\event_057_touch_ues_frame_4478_ues.jpg,True,metadata_exact,input
4483,leave_ues,crops\AD238.avi\ues\event_038_leave_ues_frame_4483_ues.jpg,True,metadata_exact,input
4708,before_onset,crops\AD238.avi\ues\event_020_before_onset_frame_4708_ues.jpg,True,metadata_exact,input
4722,touch_ues,crops\AD238.avi\ues\event_058_touch_ues_frame_4722_ues.jpg,True,metadata_exact,input
4738,leave_ues,crops\AD238.avi\ues\event_039_leave_ues_frame_4738_ues.jpg,True,metadata_exact,input
4914,before_onset,crops\AD238.avi\ues\event_021_before_onset_frame_4914_ues.jpg,True,metadata_exact,input
4926,touch_ues,crops\AD238.avi\ues\event_059_touch_ues_frame_4926_ues.jpg,True,metadata_exact,input
4947,leave_ues,crops\AD238.avi\ues\event_040_leave_ues_frame_4947_ues.jpg,True,metadata_exact,input
5034,before_onset,crops\AD238.avi\ues\event_022_before_onset_frame_5034_ues.jpg,True,metadata_exact,input
