frame,event_type,crop_path,matched,notes,source
73,before_onset,crops\AD435A.avi\ues\event_000_before_onset_frame_73_ues.jpg,True,metadata_exact,input
93,touch_ues,crops\AD435A.avi\ues\event_035_touch_ues_frame_93_ues.jpg,True,metadata_exact,input
109,leave_ues,crops\AD435A.avi\ues\event_017_leave_ues_frame_109_ues.jpg,True,metadata_exact,input
227,before_onset,crops\AD435A.avi\ues\event_001_before_onset_frame_227_ues.jpg,True,metadata_exact,input
237,touch_ues,crops\AD435A.avi\ues\event_036_touch_ues_frame_237_ues.jpg,True,metadata_exact,input
258,leave_ues,crops\AD435A.avi\ues\event_018_leave_ues_frame_258_ues.jpg,True,metadata_exact,input
418,before_onset,crops\AD435A.avi\ues\event_002_before_onset_frame_418_ues.jpg,True,metadata_exact,input
430,touch_ues,crops\AD435A.avi\ues\event_037_touch_ues_frame_430_ues.jpg,True,metadata_exact,input
462,leave_ues,crops\AD435A.avi\ues\event_019_leave_ues_frame_462_ues.jpg,True,metadata_exact,input
581,before_onset,crops\AD435A.avi\ues\event_003_before_onset_frame_581_ues.jpg,True,metadata_exact,input
599,touch_ues,crops\AD435A.avi\ues\event_038_touch_ues_frame_599_ues.jpg,True,metadata_exact,input
632,leave_ues,crops\AD435A.avi\ues\event_020_leave_ues_frame_632_ues.jpg,True,metadata_exact,input
659,leave_ues,crops\AD435A.avi\ues\event_021_leave_ues_frame_659_ues.jpg,True,metadata_exact,input
732,before_onset,crops\AD435A.avi\ues\event_004_before_onset_frame_732_ues.jpg,True,metadata_exact,input
747,touch_ues,crops\AD435A.avi\ues\event_039_touch_ues_frame_747_ues.jpg,True,metadata_exact,input
773,leave_ues,crops\AD435A.avi\ues\event_022_leave_ues_frame_773_ues.jpg,True,metadata_exact,input
921,leave_ues,crops\AD435A.avi\ues\event_023_leave_ues_frame_921_ues.jpg,True,metadata_exact,input
1040,before_onset,crops\AD435A.avi\ues\event_005_before_onset_frame_1040_ues.jpg,True,metadata_exact,input
1056,touch_ues,crops\AD435A.avi\ues\event_040_touch_ues_frame_1056_ues.jpg,True,metadata_exact,input
1087,leave_ues,crops\AD435A.avi\ues\event_024_leave_ues_frame_1087_ues.jpg,True,metadata_exact,input
1373,before_onset,crops\AD435A.avi\ues\event_006_before_onset_frame_1373_ues.jpg,True,metadata_exact,input
1387,touch_ues,crops\AD435A.avi\ues\event_041_touch_ues_frame_1387_ues.jpg,True,metadata_exact,input
1414,leave_ues,crops\AD435A.avi\ues\event_025_leave_ues_frame_1414_ues.jpg,True,metadata_exact,input
1562,before_onset,crops\AD435A.avi\ues\event_007_before_onset_frame_1562_ues.jpg,True,metadata_exact,input
1578,touch_ues,crops\AD435A.avi\ues\event_042_touch_ues_frame_1578_ues.jpg,True,metadata_exact,input
1597,leave_ues,crops\AD435A.avi\ues\event_026_leave_ues_frame_1597_ues.jpg,True,metadata_exact,input
1750,before_onset,crops\AD435A.avi\ues\event_008_before_onset_frame_1750_ues.jpg,True,metadata_exact,input
1764,touch_ues,crops\AD435A.avi\ues\event_043_touch_ues_frame_1764_ues.jpg,True,metadata_exact,input
1786,leave_ues,crops\AD435A.avi\ues\event_027_leave_ues_frame_1786_ues.jpg,True,metadata_exact,input
1979,before_onset,crops\AD435A.avi\ues\event_009_before_onset_frame_1979_ues.jpg,True,metadata_exact,input
1992,touch_ues,crops\AD435A.avi\ues\event_044_touch_ues_frame_1992_ues.jpg,True,metadata_exact,input
2014,leave_ues,crops\AD435A.avi\ues\event_028_leave_ues_frame_2014_ues.jpg,True,metadata_exact,input
2107,before_onset,crops\AD435A.avi\ues\event_010_before_onset_frame_2107_ues.jpg,True,metadata_exact,input
2132,touch_ues,crops\AD435A.avi\ues\event_045_touch_ues_frame_2132_ues.jpg,True,metadata_exact,input
2148,leave_ues,crops\AD435A.avi\ues\event_029_leave_ues_frame_2148_ues.jpg,True,metadata_exact,input
2604,before_onset,crops\AD435A.avi\ues\event_011_before_onset_frame_2604_ues.jpg,True,metadata_exact,input
2614,touch_ues,crops\AD435A.avi\ues\event_046_touch_ues_frame_2614_ues.jpg,True,metadata_exact,input
2632,leave_ues,crops\AD435A.avi\ues\event_030_leave_ues_frame_2632_ues.jpg,True,metadata_exact,input
2801,before_onset,crops\AD435A.avi\ues\event_012_before_onset_frame_2801_ues.jpg,True,metadata_exact,input
2814,touch_ues,crops\AD435A.avi\ues\event_047_touch_ues_frame_2814_ues.jpg,True,metadata_exact,input
2831,leave_ues,crops\AD435A.avi\ues\event_031_leave_ues_frame_2831_ues.jpg,True,metadata_exact,input
3345,before_onset,crops\AD435A.avi\ues\event_013_before_onset_frame_3345_ues.jpg,True,metadata_exact,input
3362,touch_ues,crops\AD435A.avi\ues\event_048_touch_ues_frame_3362_ues.jpg,True,metadata_exact,input
3372,leave_ues,crops\AD435A.avi\ues\event_032_leave_ues_frame_3372_ues.jpg,True,metadata_exact,input
3493,before_onset,crops\AD435A.avi\ues\event_014_before_onset_frame_3493_ues.jpg,True,metadata_exact,input
3505,touch_ues,crops\AD435A.avi\ues\event_049_touch_ues_frame_3505_ues.jpg,True,metadata_exact,input
3521,leave_ues,crops\AD435A.avi\ues\event_033_leave_ues_frame_3521_ues.jpg,True,metadata_exact,input
3659,before_onset,crops\AD435A.avi\ues\event_015_before_onset_frame_3659_ues.jpg,True,metadata_exact,input
3678,touch_ues,crops\AD435A.avi\ues\event_050_touch_ues_frame_3678_ues.jpg,True,metadata_exact,input
